# ΔE ℽ g
1.107461017883189403e+00 7.963817382573703391e-03 4.187113134573023851e-03
1.327180914596191474e+00 9.828839684290064087e-04 8.993443846795059690e-04
9.172519431576134918e-01 3.305464612812777665e-03 7.228099885550886075e-03
7.766585205410883042e-01 2.357814710672487182e-03 7.855400430166940492e-03
1.291313999708560978e+00 3.732051705296063207e-04 4.574368356027647999e-03
1.206563488256703121e+00 1.334007094319760237e-03 7.844863852153891384e-03
8.728395060025417873e-01 1.611375201199279203e-03 1.264646429042436690e-03
1.001911351711719078e+00 1.806699298979097057e-03 4.199054255186338881e-03
1.275923370049803829e+00 3.579189684106484116e-03 8.415643256209616452e-03
9.384055567949332044e-01 8.225559243486583669e-03 2.121855882689259974e-03
1.341409569721077055e+00 6.227137277748801816e-04 3.403222492729218013e-04
9.163112755024778178e-01 8.475713990728968653e-03 4.686773233732565293e-04
7.133957110956371528e-01 3.525603572440583200e-03 3.161036582463855240e-03
1.383763656536075803e+00 6.186901932173640220e-03 4.128441579596233910e-03
1.399103620020296868e+00 8.627007302251511051e-03 2.079199276288307228e-04
6.382647794312623635e-01 9.354130939480792203e-03 6.186003775081809312e-04
7.849326534269678302e-01 3.347781370520287389e-03 9.682812817061377600e-03
1.209023847456606848e+00 9.617824205972853001e-04 3.965729102776150415e-04
5.096824895109379749e-01 4.739136414649480246e-03 4.780952364087524657e-03
6.269959614472288001e-01 5.293205535105302562e-03 6.622154342777688066e-03
9.132341818751033014e-01 9.747237920987132653e-03 9.789676706481849344e-03
1.112750746939367819e+00 2.468934120282476573e-04 2.209350458810382164e-03
6.532413468609892249e-01 7.829876153661831026e-03 4.021203607440983901e-03
1.289603913401037971e+00 5.515003146707346884e-03 3.407045500584253341e-03
6.312753217265235639e-01 1.456197794443652577e-03 6.798804460441244465e-03
1.270348480021215476e+00 4.507543449247107537e-03 4.685778027684762287e-03
1.216817992056391518e+00 2.464250910136032806e-03 2.927281435021421123e-03
5.776391819473823963e-01 7.255165920407101281e-04 9.203120336043488572e-03
1.170290689828222375e+00 2.133541596647108539e-03 5.608286369590974665e-03
1.427698145747622327e+00 3.528101235979839469e-03 3.140818660389008751e-03
8.733944234245156757e-01 2.961203979217156071e-03 9.488915913071223340e-03
1.387175049743709643e+00 5.271378618500527011e-03 4.178642800918529188e-03
1.333590497827316756e+00 5.847450786341442178e-03 7.596834627527593482e-03
1.475715456433110528e+00 8.421632837214868689e-03 4.597283651368086824e-03
7.407403850306618631e-01 8.325701279355685741e-03 7.141491315369266971e-03
1.337490036618079969e+00 2.524142617751874446e-03 4.696073718343095338e-03
7.996422815966537367e-01 4.811129315609829864e-03 5.146984462585564753e-03
5.784261970236026507e-01 3.591580779539572683e-03 5.890835365022427730e-03
5.356977876577021513e-01 9.943905212753808773e-03 8.188796270389651563e-03
6.551255777461947316e-01 2.138965460089021619e-03 8.447235224790768451e-03
6.341266034814063701e-01 8.527227063073494415e-03 1.303276435293451371e-03
1.213948376241821947e+00 8.583176106923095031e-03 4.746846523641476412e-03
1.146772900516040750e+00 3.127084680393945205e-03 9.714062354058368431e-03
1.121607588575955994e+00 2.670235741333749566e-03 2.392379023586754111e-04
1.361867723461834601e+00 9.279648826317578314e-03 1.159880005836076483e-03
8.684601207899211861e-01 9.914506627016570622e-03 8.732444695468721471e-03
1.166054893577982199e+00 3.379727301059484105e-03 8.000310755392654738e-03
1.038261526203124063e+00 5.694536218406589731e-04 1.748154084119065256e-03
6.541429510400101899e-01 4.726789691327980443e-03 7.087930224674370353e-03
9.827285932547427105e-01 4.346659077551404647e-03 3.039366159604392579e-03
1.181001504355417620e+00 5.505407756935695902e-03 7.423810322671058580e-03
1.157376919689511174e+00 7.293807463365864149e-03 4.367154921388655305e-03
1.156300924849321454e+00 9.652950662938803231e-03 5.238773898507671431e-03
6.838936552878094322e-01 9.433381724500609911e-03 2.549505288271314350e-04
1.177956924248082737e+00 2.337968787849615572e-03 4.436127694249880453e-03
8.012602522602921828e-01 3.788903910988876498e-03 7.069011681826252620e-03
1.351423233046706196e+00 5.403889035341688171e-03 1.502878928936318410e-04
1.266130699953320171e+00 2.450623464549207993e-03 3.783849377321503622e-03
8.790884883535395877e-01 3.781121090594808266e-03 7.758228981428975241e-03
1.426480567550107992e+00 5.762612553708190699e-03 9.868832358008686190e-03
1.084942275406727497e+00 8.939669502541691334e-03 8.270359533233195143e-03
1.389989815237910209e+00 7.697242570085604564e-03 1.271939142751884024e-03
6.444785927247116408e-01 7.971068593078464368e-03 6.997258228186019682e-03
5.014793196518900764e-01 4.853477359424238774e-03 9.986250976496593990e-03
8.898535556715470030e-01 5.222148228895683898e-03 2.061796819116716150e-03
9.797955350145380882e-01 8.486139561760190630e-03 3.815552303773255081e-03
7.836329629216441939e-01 3.918199804087572381e-03 7.154069945569202678e-03
8.151999668892215833e-01 1.888101623088027240e-03 2.570998955452822882e-03
7.039768940991293356e-01 7.383118720704388675e-03 2.281055225949837981e-03
8.303465198408334080e-01 4.094665450196374908e-03 2.361578563620751661e-03
5.172491272626432712e-01 4.578849311540489873e-03 7.363072144050348058e-03
1.153702058715261547e+00 9.200124427088110166e-03 8.003574553201234232e-03
1.497935693574782956e+00 4.197059643754907400e-03 4.560805371343681740e-03
7.391382613579142724e-01 5.872645138473367443e-04 5.030003256682335881e-03
1.003355169993694229e+00 5.581074484208126824e-03 6.224565740396151986e-03
9.169804600386931570e-01 6.259794066043511754e-03 2.637890294981121500e-03
1.107870383687195037e+00 6.818517586412306368e-03 3.896081953789771145e-03
1.461175240057971170e+00 6.818730284636616637e-03 1.888317625043880186e-03
1.039277093710876620e+00 9.073753969770200281e-03 2.664727590336027439e-03
8.307277049078047870e-01 1.397198759683854555e-04 5.698320067428647726e-04
7.155034892154061854e-01 4.041505179864976136e-03 7.903710758803023442e-03
8.271674328848747093e-01 1.113878135498110999e-03 2.222400803755180711e-03
5.246047493813815743e-01 5.225233823351283120e-03 1.830721909349592369e-03
7.324073467894000045e-01 7.299938505443230845e-04 4.563253926702043849e-03
9.532307850852839159e-01 1.161268351117972827e-03 5.698849877484151935e-03
5.525015405849201811e-01 4.453679005092387984e-04 4.530925404533171601e-03
9.991083345718605457e-01 5.208857741814120444e-03 1.793981625221087461e-04
1.102322963208576034e+00 3.409133527132515544e-03 7.946072586692845769e-04
5.770746851542750688e-01 4.562917756850572333e-03 2.538861015000933551e-03
1.069277410156989738e+00 2.230398394577531862e-03 3.790409977509742647e-03
1.002780663808945594e+00 1.897687625162927725e-04 2.584602834335803217e-03
9.874377142319414880e-01 9.980231102214491209e-03 8.697197781533081568e-03
1.288431515538332128e+00 5.793125453714235117e-03 6.506583873339398007e-03
8.853211031814192111e-01 1.083162174796847713e-03 2.915770452643099472e-03
1.252233270351076566e+00 3.018611137271044395e-03 2.606499460822296523e-04
1.343128319470619836e+00 2.519890289218692722e-03 7.394199651249890558e-03
1.011023030900213726e+00 2.998253053393932382e-04 3.403244048132166369e-03
7.230481207768940655e-01 9.688454296937558082e-04 6.506866585447314798e-03
1.225795957681237613e+00 4.541920086671073602e-03 2.741110911659667623e-03
9.319484919634077880e-01 9.301784356547260907e-03 9.201001056439292794e-03
1.334399017858657110e+00 9.882313522891358892e-03 1.449884421135281837e-03
1.327736014286222677e+00 7.556457056337929044e-03 1.449910150699546647e-04
6.130881333421670520e-01 3.412362175564540717e-03 9.381248170052364568e-03
1.388237270421557534e+00 7.992148185528576143e-03 3.906785323154144361e-03
1.456969249518277998e+00 5.879938044976580971e-03 3.740679675598640626e-03
7.884700216142298546e-01 8.780455191921065355e-03 6.675621850999826669e-03
6.510116114999281445e-01 8.669983892677401646e-03 7.492463092104074789e-03
8.870788987476476706e-01 6.863285510156461565e-03 6.844612674759266609e-03
8.271982209710454503e-01 8.161016754984935784e-03 7.041326441543946900e-03
6.794393426756594190e-01 2.700476699771088129e-03 5.986059181928140259e-03
9.226980034711811385e-01 7.627721562035089976e-03 1.193578904000879189e-03
8.659701424230604738e-01 5.052341623429305699e-04 7.345612403324181840e-03
7.089346167189616299e-01 5.733871341968154942e-03 1.576392501400845621e-04
1.189181877351788597e+00 8.999281640723251832e-03 8.967243910217703035e-03
6.277878900513210736e-01 1.421167649720586016e-03 2.244877979716291758e-03
1.354033941925306239e+00 9.698298450050936784e-03 8.481204242122007339e-03
1.453631964938346233e+00 1.885425428751796688e-03 2.161509481281286785e-03
1.049377761848451218e+00 1.352292910810345495e-03 3.908368138231459003e-03
1.035359939317773925e+00 3.989998000939617984e-03 1.060340894267673261e-03
1.499764696056584246e+00 5.046956027619957548e-03 3.651818179255835687e-03
1.195661289124857696e+00 4.115975185385219344e-03 6.643140564484704275e-03
1.397794692836032748e+00 8.802984420702115315e-03 8.966262007852141697e-03
9.335104496012475161e-01 5.401279244687984434e-03 9.140739936289348291e-03
1.476273422469752461e+00 2.502170132304885539e-03 8.788707283834705508e-03
9.647412418521372768e-01 4.049453900075667377e-03 1.097875620928580580e-03
1.033224366622338852e+00 3.737546449466365179e-03 1.085423267831500975e-03
1.124716892527420242e+00 6.359839609606463343e-03 8.522929647743551773e-03
7.540763917084916113e-01 9.443357194861251580e-03 1.879519726131163295e-03
1.277335993768503375e+00 1.373454167671912677e-03 5.330545094418845907e-03
5.517453610923208629e-01 1.159313262063129150e-03 7.129792985150454517e-03
1.005266854227014228e+00 9.813999954569857520e-03 4.970151316636908442e-03
1.005661878154014977e+00 6.154078242182958909e-03 9.233833737732606226e-03
5.823468295542184592e-01 6.861378967954751516e-03 9.789525439948437366e-03
6.776196222178993978e-01 9.944182106466793042e-03 1.360002142409167541e-04
6.855494265400967624e-01 1.353158799536709656e-04 3.008245509904714475e-03
5.195362118964399478e-01 2.461503445687557908e-03 7.807169316390226606e-03
1.326678879582169568e+00 9.903848055563466840e-03 8.138436002775297981e-03
7.253416842661363217e-01 9.806655322256305901e-03 3.405267442244459819e-03
1.048568115286974578e+00 6.815086120096640679e-03 2.739959549879090323e-03
1.207861438392513254e+00 5.359382965595479650e-03 2.410647256448700954e-03
8.828824451653526362e-01 7.771486855216730959e-03 4.518853801134632350e-03
9.771851046650342765e-01 1.842393274759599299e-03 5.116420961879118885e-03
7.484584197674608586e-01 3.169339703923527291e-03 8.130914517589979060e-03
5.706344725829478604e-01 7.778717899194733526e-03 6.244725155348252940e-03
6.616249488227265996e-01 6.295204375002986553e-03 4.184408290467876018e-03
1.350764945953045526e+00 9.735616682968803795e-03 8.057654078895446631e-03
1.492811917295545188e+00 2.008452046933900323e-03 2.023227360198645054e-03
6.255624455815124163e-01 4.345535637231934950e-03 9.415489602638006314e-03
1.049214358983550088e+00 2.950144556499244720e-03 2.634854769967856242e-03
9.755730333044246860e-01 9.087776025750628076e-04 1.635243639349116384e-03
1.135567110317759365e+00 9.270415102860526252e-03 4.445772029027422571e-03
9.309157439750579410e-01 1.257640377113280897e-03 5.741696815573077949e-03
1.129514012456623639e+00 1.322183020928814666e-03 4.073338107520093655e-03
1.124423507392345645e+00 4.230960306066602374e-03 7.231772950744795418e-03
1.376497834165697043e+00 2.771422825426270143e-04 3.825777205795828553e-03
1.226532379591635635e+00 2.315410366323281230e-04 9.788407841859700712e-03
8.372850412590143732e-01 4.873046745311550125e-03 9.962083171571453274e-03
6.233301991248546559e-01 9.393029480874360085e-03 3.469047080931066812e-03
1.169735436676084372e+00 3.820934061956233335e-03 6.120354027498338401e-04
1.107037502117597771e+00 5.928968388146739314e-03 6.347557929828729836e-03
7.226571667824749357e-01 9.684810916027797312e-03 6.969600484923533894e-03
1.464031289569368566e+00 4.693716831037387030e-03 5.262187563211767789e-03
1.429130797977646194e+00 5.990781126341123905e-03 4.825488751957525933e-03
1.175491414890092345e+00 7.286078642661975371e-03 3.839675313107843765e-03
1.454365524268017129e+00 5.271852208224311540e-03 5.269090808865071855e-03
1.176016086845485198e+00 7.661623109862512535e-03 2.636520908217090346e-03
6.546946555419361768e-01 9.592342242691372436e-03 4.325627990732819859e-03
1.353445990539166477e+00 5.155357186019628689e-03 7.406380343533080189e-04
1.391975965956935735e+00 7.634405464325257420e-03 1.665401979239802040e-03
1.003657381071992205e+00 1.543011714125793387e-03 2.730088901708839413e-03
1.339162912866171506e+00 2.719982590281024709e-03 8.939419065174819198e-03
1.012104774003667051e+00 5.059316978378232063e-03 4.047247552997639344e-03
8.367522414008434772e-01 3.553986143193415322e-03 3.244653809519693695e-04
1.135530831059387902e+00 6.129564294831675673e-04 7.064193994129866830e-03
1.313676668714914619e+00 7.384891478917422411e-03 9.882733464014451311e-03
9.726931208853190070e-01 3.672949103911708670e-03 2.393152512998073661e-03
1.025069597831568036e+00 4.959496842031081015e-03 2.546414417011930512e-03
7.411663103425011334e-01 4.281355284229431367e-03 5.981929619509558649e-03
1.167857656245337106e+00 2.266036478571510030e-03 1.652096612207314174e-03
7.898819361088389446e-01 1.804876686003969522e-03 7.661317540116593765e-03
1.053873578336252725e+00 3.605878250719840583e-03 9.964579281115241646e-03
1.141477702468954192e+00 8.966672457062360366e-03 6.685781580666192228e-03
1.322884024177632956e+00 9.236356983382962987e-03 7.147474516565593267e-03
5.939944828985751490e-01 9.873928867011882993e-03 9.004928790728171026e-03
1.191157145644407667e+00 6.290687064623116422e-03 3.137045216240985819e-03
1.027836271604685825e+00 7.783669883197796152e-03 2.365287505313570706e-03
1.307717854488889664e+00 4.605374248586927813e-04 3.152430841673954827e-03
5.017024013381918834e-01 7.556903322266714631e-04 4.943268656399091125e-03
5.359504652335714825e-01 7.198815834218162332e-03 7.537210000905967058e-03
8.543123391766748176e-01 6.108253494186483522e-03 7.548016023133909992e-03
1.224347968312777368e+00 3.561460463784490971e-04 8.425125834303019354e-03
5.834572979746660559e-01 8.728005614533688311e-03 7.435442096152826592e-03
5.194903036742061220e-01 2.568918174017327354e-03 5.953742331418004734e-03
1.379971460280968287e+00 8.190572599043306843e-04 4.785431534072670350e-03
6.959640244138997067e-01 4.114113759554873830e-03 5.541408126057340185e-03
6.910792717121055917e-01 2.849275831985802372e-03 4.765998691498726791e-03
5.089797276317019614e-01 3.558668636910544778e-03 8.192184042395257368e-03
8.076810212979339543e-01 5.413418759725884336e-03 7.333163620591223557e-03
8.517815618269214406e-01 7.747742444789025226e-03 9.574332314467927027e-03
5.559997290730539499e-01 4.015631279268709261e-03 9.552619923180500836e-03
6.369253056477774955e-01 8.548788197909459527e-03 1.119818113861152566e-03
1.090237441246733274e+00 3.744409762468015133e-03 2.774386772399375575e-03
1.216256754938648488e+00 7.125843308076538866e-03 5.644252830052863892e-03
1.075954848282525855e+00 2.202144088747159424e-03 4.728913379715590087e-03
1.258752400590667619e+00 7.227161325875370267e-03 2.841311805563029053e-03
1.163060894008505652e+00 7.566854443645481057e-03 4.212363483994910340e-03
1.465397187490173447e+00 9.729624131082968350e-03 3.582595159024428658e-03
1.496146150619174886e+00 9.667031966725183820e-03 6.095121105689747971e-03
6.515539832764918327e-01 8.238090803702826509e-03 1.362979347682806213e-03
1.406054810932713561e+00 5.771049937280435006e-03 4.567585566674848413e-03
7.903730222845547493e-01 5.878636028718357137e-03 6.495129010462253986e-03
1.015079360636098826e+00 1.986674952050425380e-03 9.648625282665910727e-03
1.374223917049801624e+00 1.720302448533405455e-03 9.464876895635127366e-03
1.268843785689962367e+00 3.994865760479421844e-03 6.182272875446638734e-03
8.487133106106484748e-01 5.923971585360674093e-03 6.068231009563097161e-03
1.220541101794100802e+00 6.231711325646497636e-03 6.156926243465328692e-03
1.372885123678698083e+00 2.074813015599945385e-03 6.015679510979018117e-03
9.004420807361160906e-01 4.284583484777453218e-03 9.963308160098979793e-03
5.010171600449430107e-01 9.035731527337600641e-03 5.129682507659618328e-03
1.009775350362164037e+00 3.934143894818612625e-03 3.443233694925236033e-04
9.564794349540235441e-01 7.168620182943991666e-04 5.404388763491789309e-03
1.033155198980699296e+00 6.493501266045628717e-03 2.749499959398138491e-03
1.337649822152142232e+00 4.065287536144833284e-03 2.586408440830666785e-03
1.186051729578110780e+00 8.534357566179330210e-03 2.573116927558492546e-03
9.892764549189079215e-01 2.923536734847867902e-03 9.824777269925403025e-03
1.450510941490846584e+00 6.083555274808863204e-03 3.351716184215307748e-03
1.416864976753633876e+00 8.918171792680557389e-03 4.797650257758122663e-03
1.322258901484745230e+00 1.110912264138729909e-03 3.821357227971087047e-04
1.067079312057075402e+00 7.712829191782848322e-03 6.883887729981518801e-03
6.483247416918485051e-01 5.397605909895246586e-03 5.789142897751571593e-03
1.032128005816401739e+00 6.158867654521458894e-03 3.112901091775037172e-03
8.666904670808254219e-01 4.854582116502525156e-03 3.076675901018904088e-03
5.043266277966323985e-01 6.374826544118493421e-04 4.313703919245185509e-03
5.693069345490564537e-01 1.418032745586988801e-04 9.959411632694061683e-03
1.473282903764490559e+00 6.489616414160169836e-03 8.704313360698016575e-03
1.084529471915692822e+00 9.891454223995895662e-03 7.414615660927513507e-03
1.227219168117982262e+00 8.786076006812155309e-03 8.469194261793051848e-03
7.282183386957645777e-01 2.448323552802705166e-03 3.466157784721803255e-03
1.177960589785374879e+00 6.585427605426809414e-04 9.953392223568511069e-03
5.894930157962879891e-01 2.665602519519846402e-03 1.147358979297926837e-03
7.426087953234440375e-01 5.646910635418782472e-03 1.105468065853242829e-04
1.447041363842098027e+00 1.633583182363140948e-04 6.885226100230097158e-03
6.452026450103058863e-01 9.003856271957603324e-03 4.280078834694551852e-03
1.411007908244130915e+00 2.004634957660338980e-03 4.845758379510814624e-03
1.185480703974597372e+00 6.690637969752001070e-03 9.966447599016301645e-03
1.441037783370034742e+00 5.651558921171438493e-04 7.052246629257661464e-03
1.260321053163508287e+00 2.327588406523519067e-03 6.059367264453709330e-03
1.299317882274119373e+00 7.042162575668280654e-03 7.240319266926079599e-03
7.647645329086226740e-01 6.069939170184253732e-03 1.776246776466327421e-04
1.263378822204296092e+00 3.989393806338546213e-03 2.196869184171044900e-03
7.482924817933103157e-01 8.381923057860488427e-03 5.058516668556506911e-03
1.290716833555534571e+00 3.782276842908856643e-03 7.628654680448612724e-03
1.385080604458615028e+00 7.476161342149081034e-03 1.235262238123163324e-04
1.112418426966691687e+00 2.248096618724453391e-03 7.265213328035512348e-03
1.405469047063204524e+00 7.428521626567699196e-03 8.763321886117397472e-03
6.392071086742001640e-01 8.140648626588326692e-03 6.672483146390454332e-03
5.215011565662752702e-01 4.403029422814966451e-04 7.390959359695572703e-03
1.156347418060997168e+00 8.588888374485794189e-03 2.972434283519695929e-03
1.330711985240968342e+00 1.521252035909690867e-03 7.078348626111285145e-03
5.162831673783838671e-01 8.843136132004192004e-03 3.405672682427507078e-03
6.587459461283560191e-01 2.444653031957053947e-03 7.204320520650133418e-03
9.512475949530327934e-01 1.348896472958902330e-03 1.720299310997211711e-03
1.240636753512574408e+00 2.754608502422461677e-03 8.285945091868843551e-03
6.327581203271716026e-01 6.607634253601207125e-03 3.571630356809857819e-03
1.174603541610655277e+00 3.191349135968686839e-03 1.038119494455885415e-03
1.257479420167305850e+00 9.000038712743681918e-03 2.552750992660295440e-04
1.290145904275798783e+00 8.798693059259664676e-03 9.394818268531350894e-03
8.558796294558178586e-01 3.873266242376925163e-03 2.487786318265702065e-03
8.439708350502318490e-01 6.395143618921282115e-03 9.993307589912108629e-03
1.043159626094629422e+00 9.243432133429135139e-03 7.514430003350431805e-03
8.305740174703386547e-01 3.989945196051389482e-03 8.930758129657784955e-03
9.242596066772343910e-01 6.646183132437888733e-03 4.823953043001105896e-03
1.008780397413415297e+00 3.683579825064062837e-03 5.465653064899054017e-03
1.126419925797748078e+00 3.634478885774653292e-03 6.281253113745869157e-03
1.416695301714633093e+00 1.487984766055166271e-03 5.685783453318929946e-04
1.003254344177360480e+00 6.275187914063866043e-03 2.416485014563430657e-03
1.399129617014452709e+00 3.814869054393837337e-03 3.065431492543832948e-03
1.100305369920253185e+00 1.073619038864794028e-03 8.937411526377265700e-03
1.330006166637598852e+00 3.529340476197746768e-03 2.683659684760181957e-04
7.802535054875545661e-01 3.862088051410782381e-03 5.907518414233542924e-03
5.820713121290603809e-01 2.584158515321104393e-03 2.752639947688353007e-03
5.243697961544047104e-01 4.625531548797102814e-03 5.351689097865274664e-03
1.414217591610313463e+00 9.223563502503509884e-03 6.741801054933733300e-03
6.116183525987409775e-01 7.948701750766019522e-03 1.963070632336558902e-03
7.905900666763788776e-01 8.978167420919590204e-04 6.243113509619097577e-03
1.411437790766602252e+00 7.789858835789328353e-04 5.706652812402560580e-03
1.190430047628345811e+00 4.504956969159027401e-03 3.409121532732267354e-03
1.367651795342226251e+00 2.621573289031721172e-03 6.410610785850291704e-03
5.771233891218667811e-01 3.440485424409849783e-03 2.394155125761867307e-03
7.056904027476774699e-01 3.989874334322968639e-03 2.007909497690324278e-03
8.426901534854688292e-01 6.740403852646763803e-03 6.883962916910398716e-03
6.415957698253013097e-01 9.169818204887221491e-03 1.140137920937838410e-03
6.508762400333091280e-01 2.528628437287998125e-03 1.132351471114468591e-03
8.181237348387164765e-01 9.286953401416445575e-04 6.336347294487857697e-03
1.183356488645588733e+00 3.973686072322672735e-03 7.339828429912795965e-03
1.131469285815374759e+00 4.816803322794319629e-03 6.915297833574296331e-03
1.027484918131429836e+00 5.247467804290606788e-03 1.115032084646093262e-03
5.929134968496179159e-01 9.546516970255191845e-03 6.399199595802745194e-03
6.667553935808996357e-01 2.654008199419197536e-03 7.576955189519245584e-03
9.189836111221758586e-01 6.570189633843982226e-03 1.301558820853034168e-04
1.022836066808591404e+00 8.977573806116580582e-03 7.820299617259445987e-03
6.795285617152249102e-01 4.501377003291372365e-03 1.304889953306204208e-03
1.079831180019528158e+00 9.870867259382137479e-03 1.788877352519136193e-03
7.150394900472070159e-01 3.829134871633848962e-03 7.574874220501248874e-03
9.393324874212517495e-01 7.483859037181646474e-03 4.893368344906652220e-03
8.343167797951395181e-01 8.232993871074897191e-03 6.491055515805419125e-03
7.694000548231189063e-01 4.224538281690877126e-03 6.451696402784528640e-03
1.045817479447240794e+00 8.602114273812145814e-03 5.354376285508282048e-03
8.096132232655165462e-01 3.126770392912600529e-03 3.664703387973474152e-03
1.476713901086219582e+00 5.347138461467347385e-03 1.924491277008772165e-04
6.914998598222421577e-01 4.551373915958653593e-03 1.442548085026949768e-03
5.566622031511742064e-01 8.102480181292040853e-03 9.837080282897106565e-03
8.180394280472921276e-01 6.506990089923780050e-03 4.173777791924901241e-04
1.188701067691062985e+00 1.468292405519268070e-03 6.888113080902181183e-03
1.232496012509672223e+00 6.821557211070483802e-03 4.884982195591027268e-03
1.327067441907972878e+00 5.669442230335019518e-03 5.174289086939047426e-03
1.436775915950856186e+00 7.042569587538019364e-03 2.001375182020381956e-03
6.937717313144253772e-01 1.580980358490976113e-03 6.674600563648208987e-03
1.441195387161687602e+00 2.969432212464355285e-03 1.188244538405247444e-03
9.876597875006581928e-01 4.688582346496600675e-03 6.583223066081297578e-03
1.096122035622672852e+00 8.317528769171664976e-03 9.361115493843101543e-03
1.219615022971218377e+00 6.807525487986061316e-03 2.762437215577877130e-03
1.427616679337851080e+00 3.676618268648894784e-03 1.597673706220373822e-03
1.405736557187578839e+00 1.390160312821506206e-03 1.162513794552232061e-04
5.607183689431279872e-01 3.316447076995564258e-04 5.045406301025736132e-03
8.922562084021603557e-01 7.208703981454509142e-03 3.046753965151649274e-03
9.972917023283786042e-01 2.995908381205422515e-03 7.522790857806597141e-04
7.306705279352165849e-01 2.258488443049151955e-03 5.193269856279891968e-03
1.136151556129706863e+00 9.200440613641839432e-03 6.322531516323536167e-03
5.987843404736236108e-01 8.120087623744737942e-03 7.341443153149107559e-03
9.657562489689948126e-01 7.716241338917437936e-03 2.697823857082069614e-03
6.112049745144271240e-01 4.956592421715528933e-03 1.859549451813515041e-03
5.274300429664485756e-01 9.468420451092616347e-03 4.020257446022881126e-03
1.315023016659244259e+00 3.391369502225394933e-03 1.347669769009881289e-03
9.693377595119702095e-01 3.566812150515010979e-03 6.717969808150636539e-03
1.128290756357582136e+00 1.380482458882730142e-03 7.740612759759175725e-03
8.727092690136688535e-01 8.589132793417166359e-03 2.393927672319649726e-03
1.100339392123838911e+00 9.489300297819551130e-03 1.303182135114776957e-03
9.326414397150754043e-01 7.413956262600386073e-03 8.181485786701662641e-03
7.157391296117294743e-01 1.922981147246442509e-03 5.386734013480011171e-03
8.103765518066020634e-01 1.733472005839032607e-03 1.069878142406744401e-03
5.525568980902986205e-01 4.734053695730122170e-03 3.239253897238898294e-03
1.332726690523947433e+00 9.272721728802616609e-03 3.131402933792840938e-03
8.663204565055749873e-01 6.045748616546029602e-03 6.063012804823862938e-04
9.307322374249467067e-01 4.278371889729072966e-03 2.890581468589354091e-03
5.950786496616777832e-01 3.280993859084349075e-03 3.158121860168419410e-03
8.818407209261213131e-01 1.955940589590337252e-03 3.345120318447906103e-03
1.439118770729625352e+00 8.438016575896614690e-03 4.525935569029645479e-03
1.459985660864330237e+00 9.768525260031466970e-03 3.171311335556248594e-03
1.026455862453618195e+00 5.193110148066125246e-03 6.241203001065765386e-03
1.294472443632488590e+00 9.030021915030740035e-04 1.306024705017182685e-03
1.294775250527643751e+00 9.476816957060413011e-04 5.761993663490926239e-03
1.385905526992135428e+00 5.398486018444265296e-03 2.342545767414721744e-03
7.577883769203818121e-01 1.550322773838163715e-03 7.318328032957511532e-03
8.762143766096984754e-01 8.986283223284383462e-03 2.741043540265225651e-03
7.992545130347313842e-01 4.820893496827261329e-03 9.246885539657507744e-03
1.359638121908837594e+00 9.172889468119576131e-03 6.417532646613371451e-03
6.453675629540028824e-01 3.210213536090325732e-04 3.526386559781008283e-03
8.998226140051176491e-01 6.873671418257756155e-03 9.564803776082901263e-03
1.415203015603365699e+00 9.008375086348581820e-03 3.849131951916463941e-04
8.226722671650222862e-01 6.492707991777493803e-03 8.804830714675764350e-03
6.160650937417077033e-01 3.962348799455082948e-03 8.939749460457838831e-04
9.006149195849038058e-01 4.333666489449856420e-03 9.855141483444629369e-03
7.770482937212656038e-01 6.890670260642598431e-03 8.292695940039259209e-03
1.103419049805377750e+00 1.835700434260392625e-03 8.147540150351810853e-03
9.559104137749536712e-01 7.120609498618959456e-03 9.456180192609396976e-03
1.033550232564083071e+00 8.748147645665459854e-03 5.258203287227050660e-03
1.192812739763453145e+00 9.402504539421438837e-03 3.020558901189577400e-03
1.356342823410479737e+00 7.055041769111218032e-03 4.250582650107262439e-03
1.254994483268261352e+00 2.439855551454657000e-03 7.829610018196561314e-03
1.179069090601709613e+00 6.805309610964422988e-03 1.025087598362155959e-04
7.054836864746619751e-01 8.396493977542709639e-03 7.498510344066421085e-03
1.482646150867857227e+00 4.901802171326497502e-04 9.336100860907406082e-03
5.932819946336115313e-01 7.018867071370025155e-03 2.017713456225647944e-03
8.081957578743576009e-01 5.889307492526892410e-03 1.840695599668729868e-03
7.947919384544681609e-01 6.535323336873245879e-04 8.632067058458087541e-03
6.300671442742291628e-01 9.530117761914402505e-03 6.069597108167754627e-03
1.148269174005999815e+00 1.804956166876422108e-03 3.316423401450995477e-03
1.302383322550110911e+00 1.086356145832850480e-03 8.382591471399193986e-03
6.030841483364682842e-01 6.155584592440553615e-03 2.307344619798492279e-03
6.949391231924635370e-01 2.536695305936513371e-03 2.436995283684198054e-03
6.996168529720127038e-01 4.557812293993004048e-03 3.906147265514232133e-03
7.318089553566035077e-01 2.706198888230949232e-03 6.715278547709240681e-04
1.160081985012696659e+00 1.452356945369828126e-03 3.142133947724311867e-03
1.036390493392116197e+00 4.304322396230475696e-03 4.740111540447546935e-03
1.150587951449922874e+00 3.130379680295411558e-03 3.239316999818049429e-03
1.193295824083301149e+00 2.259938229425781289e-03 4.975798226377667506e-03
1.488149972587739622e+00 5.516517179638370447e-03 5.062400506711126937e-03
