# κ κ_c g ΔE
9.167160489450561613e-04 7.247548764060633426e-05 1.407299130842060153e-02 2.322173550259895691e+00
1.109582821969917169e-04 7.426576094707079798e-05 1.315139452752479496e-02 2.124762004329779241e+00
3.785992953538745752e-04 7.709215996358901907e-05 1.221936027905651256e-02 2.156484211526914496e+00
7.038320796098617186e-04 4.558936214520422590e-05 1.072772042512075072e-02 2.238021361286375299e+00
1.599483410678087416e-04 5.256086137890450885e-05 1.341262005547613594e-02 1.990744672587244413e+00
5.858274084410519493e-04 7.845082208960190101e-05 1.367364070262061353e-02 2.213477205859355479e+00
3.598237039072397885e-04 9.740799942537479994e-05 1.261102064013557358e-02 2.352646796119111094e+00
9.297420686261501218e-04 1.892215325181013005e-05 1.071653105325729577e-02 2.201913585273619134e+00
3.120181515023207866e-04 5.392272209058023100e-05 1.077860599956756427e-02 2.258732765537773801e+00
8.030445976042544301e-04 8.213208260093873576e-05 1.050008150875769708e-02 1.848595738946448686e+00
4.883184170397566332e-04 9.067562200335976960e-05 1.453091446069613817e-02 2.003122579377697221e+00
1.904346480603061429e-04 6.571113549411997405e-05 1.384561066659054096e-02 1.837589203316329689e+00
2.908504486448878373e-04 9.596532799105138571e-05 1.194587876396074888e-02 2.024414907613357517e+00
7.832406065690889450e-04 5.637780697915477666e-05 1.364069319445795556e-02 2.101306178506002542e+00
9.016276461952416358e-04 4.640609403450167772e-05 1.319538968502054210e-02 2.139517264284720000e+00
7.555186007852191530e-04 9.882701067594826521e-05 1.414815889434424198e-02 1.886024000577604776e+00
2.002133772391364696e-04 6.638841104833903149e-05 1.212239647735089201e-02 1.879817841891338492e+00
5.788130438749407520e-04 3.652884618801521973e-05 1.381352420877911269e-02 2.178339282513847674e+00
1.789238311238041323e-04 6.800738750968509457e-05 1.022014089919519655e-02 1.962682583991800955e+00
4.148815726413362329e-04 7.155152766112954561e-05 1.063431759933449600e-02 1.963524284539640785e+00
3.923881015965465760e-04 8.915035313540494973e-05 1.119479046169304451e-02 2.351588196815574960e+00
9.418500553838471834e-04 3.145296691643789747e-05 1.317910336828498168e-02 1.839282393737561527e+00
5.566941190182078799e-04 8.811994998809475526e-05 1.356517736169983099e-02 2.298990939685954693e+00
2.701245616790413895e-04 4.109686940428078708e-05 1.144752857625535442e-02 2.189132899856467418e+00
9.342609832238847048e-04 2.893686386882306921e-05 1.380948380681565682e-02 2.053087775866208720e+00
9.873884709465834478e-04 6.057522881597966801e-05 1.386408504022406535e-02 2.246435540637000905e+00
7.779668450954941791e-04 5.864268502252283554e-05 1.156369521678965971e-02 2.216782188872052917e+00
8.286560962810496367e-04 1.937693470319819483e-05 1.126443087308140641e-02 2.260011407449787679e+00
1.667527668090844828e-04 7.051529209030034991e-05 1.048425872643976228e-02 2.321507656094437877e+00
2.905530985829600271e-04 3.514037435115552847e-05 1.078213067621044789e-02 2.192096514610557989e+00
3.874708264525079937e-04 8.563799970711557228e-05 1.322045273699470370e-02 2.362179212879770063e+00
2.804484526531834184e-04 8.753452803156990404e-05 1.149762639233951715e-02 1.840415840367758182e+00
3.146883323981080412e-04 7.442304214149058955e-05 1.062511532891882195e-02 1.915785729818559435e+00
3.726788255145624005e-04 6.838985268824162808e-05 1.329342648998236599e-02 1.854029011472765776e+00
7.591604225036458278e-04 5.230431383606268020e-05 1.166071665120364982e-02 1.818351410244928523e+00
5.181870242483448998e-04 1.651966280718276077e-05 1.140906975454713049e-02 2.105872534788221895e+00
3.919118825870993744e-04 3.762716756918339355e-05 1.284503082170481737e-02 2.231819093514715302e+00
4.175084564083427342e-04 6.967323200720447246e-05 1.116495814097706769e-02 2.027960888333061096e+00
4.559331651943960857e-04 4.172052849082432524e-05 1.113666260238028657e-02 2.149145259725668389e+00
5.620184930519532811e-04 2.572030032625349468e-05 1.127154641170691370e-02 2.220776179737105505e+00
1.053580911790974109e-04 7.013900171444348839e-05 1.389050091174905133e-02 1.835320884658088847e+00
7.969989538577098740e-04 2.639522084209631287e-05 1.267212877086736772e-02 2.269995917462742874e+00
4.130940042896012526e-04 7.750997747124177117e-05 1.207243933192562839e-02 1.967727731697849647e+00
7.367841229926254008e-04 4.502018684504659543e-05 1.026717490621296101e-02 1.840514408190041529e+00
7.205758636870957922e-04 4.698560914533607218e-05 1.423030911202656859e-02 1.849116724286623104e+00
9.806428023354301846e-04 3.431351033312703662e-05 1.296474544875021902e-02 2.018392691049361254e+00
2.709636702400367980e-04 2.264869030135328724e-05 1.054234641151305212e-02 1.910448316898279320e+00
5.320799944086503390e-04 6.862369336555176522e-05 1.232300652267835119e-02 2.235999054839099109e+00
4.758403967627884744e-04 8.319604998481791472e-05 1.344767065888505600e-02 2.037619487279342945e+00
7.284768976868329993e-04 5.896208767201575413e-05 1.140783203627301207e-02 2.130444585789372791e+00
8.848223700939090303e-04 8.988257358023591065e-05 1.374506646986195166e-02 2.398701400686126028e+00
2.943523549401387530e-04 3.667112501388348361e-05 1.046649915330134621e-02 2.254581666928598960e+00
1.585158215899559221e-04 9.105770609005498818e-05 1.102013812067680412e-02 2.063751926052108221e+00
5.597782532778642099e-04 5.488749855816526304e-05 1.249210341961681098e-02 1.996012980003894821e+00
9.019960265458789542e-04 4.387066180407661993e-05 1.168172087603259329e-02 1.893219020984224343e+00
2.958254985178616968e-04 5.893318628223677381e-05 1.429479533381408651e-02 2.074597773888172014e+00
9.643537966862591061e-04 2.647343713362590271e-05 1.341863385906749001e-02 2.179436649940610593e+00
5.470653161889796291e-04 6.844502371014470044e-05 1.349832508819646601e-02 2.107484361407577556e+00
8.012755746513931495e-04 8.468994797232952919e-05 1.158616536066436539e-02 2.109719314568018866e+00
2.487596951624738983e-04 1.463812645740078065e-05 1.041977565211228175e-02 1.941036371770468394e+00
8.361659445374502488e-04 6.737563497982100016e-05 1.282447358669801252e-02 2.225537666906141965e+00
6.859288509885652424e-04 6.044146475789374313e-05 1.174295261203622820e-02 2.166191949127620919e+00
7.634380713892072266e-04 9.193982979632572936e-05 1.188020469063736512e-02 2.122861285581866930e+00
2.932341536134732514e-04 4.777761343199391511e-05 1.309022699003138668e-02 2.399850274731771371e+00
6.361755152958099282e-04 8.919939946548893729e-05 1.303152912448253022e-02 1.876844707996634165e+00
4.338544945030371074e-04 1.932122195549550739e-05 1.144812455357404994e-02 1.945652593174689304e+00
2.338436053735193430e-04 4.618043104793392043e-05 1.367795290915433185e-02 2.301266532806642395e+00
7.004908882944792161e-04 8.948992316465752110e-05 1.359582548815769371e-02 1.957759605908726996e+00
6.175568525116826744e-04 5.939887694465320893e-05 1.015947789794464928e-02 2.264419745870165812e+00
9.932072700129844847e-04 8.631620521240641257e-05 1.038166696055725473e-02 2.341663319653201292e+00
7.130363886325394611e-04 4.369098400002310894e-05 1.240973267307204399e-02 1.980611529665264214e+00
4.924281035453126733e-04 4.613898844286851381e-05 1.287822317602131152e-02 2.371810277319355897e+00
4.760340171610990558e-04 4.931206141829952151e-05 1.368055056525754876e-02 2.190368408393966515e+00
1.150291251829334629e-04 5.671311054979464401e-05 1.028228637600759644e-02 2.175720166887035845e+00
9.624244209806949923e-04 9.759540562885438814e-05 1.076558937514815635e-02 2.102150369161277954e+00
9.059964828709705887e-04 8.837011333934577124e-05 1.099737972207338876e-02 1.901078040208925790e+00
4.745836117717602506e-04 9.772537482651232055e-05 1.248834185691418373e-02 2.230027467696999111e+00
3.919088268663875369e-04 1.116877400992971751e-05 1.154303046962703964e-02 2.178569597708671424e+00
8.805911569222026752e-04 1.004019076154120564e-05 1.259414902697846179e-02 2.223271035409170704e+00
4.273206483156415363e-04 6.398552133667232344e-05 1.265044171793192930e-02 2.126517604292716079e+00
6.018657795336924098e-04 4.035802642734210807e-05 1.114278588509769706e-02 2.035856156953633977e+00
7.046047341501293117e-04 7.452007881835509312e-05 1.266096424459588372e-02 1.812800783296276030e+00
9.554510969810158395e-04 2.842923676252869235e-05 1.230667738703261453e-02 1.926180872008673939e+00
7.649532563255662066e-04 2.089942255484412639e-05 1.243826114246505271e-02 2.266227793700976711e+00
3.972577143621239606e-04 6.099348603933278781e-05 1.005861079704141459e-02 2.194551080114415686e+00
2.758350672571473791e-04 5.108287588882283226e-05 1.041202468074716066e-02 1.882615894410171187e+00
6.407179844483500532e-04 9.573179174288105019e-05 1.494151382169655630e-02 2.051781397129870843e+00
7.554551512299467883e-04 3.096299933654985819e-05 1.326725741793301043e-02 1.937024596850249303e+00
1.665388315385352776e-04 7.215881141552866270e-05 1.368803532911371662e-02 1.922653237920409541e+00
3.165817084636232399e-04 3.230812551280405121e-05 1.294736435023946010e-02 2.361790385847606366e+00
9.519175516045331412e-04 3.300984090385252016e-05 1.229455903598052763e-02 2.253619517200296851e+00
1.346736409216047186e-04 1.486022216754071882e-05 1.490490636194902532e-02 2.248640671296160409e+00
5.420793861532629014e-04 7.712418014356915848e-05 1.167387288531612256e-02 1.972220177257817841e+00
1.833175763078749912e-04 9.622842774671505649e-05 1.368957500032803518e-02 2.320277654955821944e+00
5.536724618281850226e-04 3.969718044597872551e-05 1.468738059254413170e-02 2.329566555671442440e+00
8.508889520098813575e-04 1.621202719844136827e-05 1.012312658901782549e-02 2.180635548521455025e+00
7.996324114394820839e-04 3.856837241399019051e-05 1.120993779978632192e-02 1.992890080192299296e+00
3.635881237775626107e-04 4.579580720675191838e-05 1.086706290139129692e-02 2.374155480260910167e+00
5.180908980690429816e-04 6.728125830990397914e-05 1.012348464094336813e-02 2.188809844197177945e+00
8.756265890325297917e-04 4.152928204481449363e-05 1.287447779408635272e-02 2.196777769830783988e+00
2.280532368369066741e-04 1.496375600453629368e-05 1.408567862202654911e-02 2.354638999411915901e+00
6.334569029185186132e-04 2.573729021133537191e-05 1.201788374747159507e-02 2.245736587276617069e+00
9.993557006538090082e-04 4.283458072943479271e-05 1.009121199825307839e-02 2.039176741187485042e+00
9.831562861663076681e-04 4.957835026433045079e-05 1.386266325521130945e-02 1.816430774606544229e+00
7.089175712650723450e-04 7.280380027474968080e-05 1.118954627653430574e-02 2.169081576114261001e+00
8.956334888886955401e-04 2.932871176231773242e-05 1.193382556774155723e-02 2.274186381835284987e+00
2.863172178887081780e-04 2.207167573634348712e-05 1.382598543027695887e-02 2.227169905000531358e+00
2.093758813987128386e-04 4.791528495394605034e-05 1.465943297622968045e-02 2.226482999317028533e+00
8.738988396731031975e-04 9.185810797986815714e-05 1.192851135713560162e-02 2.358649031146223596e+00
4.158025619216374228e-04 4.916650886354236429e-05 1.166757204746222965e-02 2.369997390332073905e+00
8.007786133302149945e-04 2.344367561121762166e-05 1.152892013615446423e-02 1.875020901713817079e+00
3.677428825192828620e-04 3.863592269716507757e-05 1.227507655897220294e-02 2.045381744115442935e+00
6.609173809630580982e-04 7.768769412379936264e-05 1.450910779017465339e-02 2.139742872969893295e+00
7.863812176551355105e-04 1.288048244768131786e-05 1.346121864775622762e-02 1.872160775668878063e+00
3.546307022955358921e-04 8.824680836502871856e-05 1.029041929698809935e-02 1.932876927516984811e+00
2.972090465192415228e-04 5.984363492900564876e-05 1.408710705066074792e-02 1.935368688317801178e+00
8.467335377120784349e-04 7.612893263665476739e-05 1.257481044601652977e-02 1.956496350348252422e+00
3.125483548486383237e-04 7.347100791337618714e-05 1.124408879415242889e-02 1.836140422937369454e+00
1.884750494965484484e-04 5.266044033521557680e-05 1.372497373380818925e-02 2.162601760129139628e+00
3.183389939654291019e-04 4.170148954599841733e-05 1.151468088958438121e-02 2.260106014273679964e+00
8.755503598956011725e-04 6.789545875273580414e-05 1.457127061361901746e-02 1.872740064685948003e+00
5.974016503762755214e-04 2.534235315492367580e-05 1.124263237969490639e-02 2.290031459212505727e+00
7.316308460935754508e-04 9.648362966210669316e-05 1.302961119957333526e-02 1.989077604034595215e+00
6.418306058566127350e-04 2.375355667712190092e-05 1.139167550425143442e-02 2.338180978032668555e+00
8.892961324116975238e-04 6.199201146203699316e-05 1.116853465917465663e-02 2.316660521333020917e+00
8.900384246550584102e-04 7.052823814207572026e-05 1.074230404106382535e-02 2.310093484506386741e+00
1.341530398297020648e-04 6.373150085098299182e-05 1.258633217482371842e-02 2.110400052921479030e+00
1.941069828676182814e-04 4.185715417787768175e-05 1.492191136084370512e-02 2.115810632258235291e+00
5.199763119708871763e-04 4.372486876093470908e-05 1.274488720774367111e-02 1.995379757002515575e+00
9.452319067569938619e-04 5.123955562920481141e-05 1.118968705167605604e-02 1.913865501447288509e+00
8.787898435206466068e-04 1.575103181673432489e-05 1.354557850455276498e-02 2.050356711099650120e+00
7.258030359117817031e-04 4.994798842292268051e-05 1.434342836145471693e-02 2.072584406420665104e+00
7.136652657654566712e-04 3.438275416096194171e-05 1.179967277927110314e-02 2.246249189169482907e+00
3.579462121103965666e-04 1.467320821893652148e-05 1.279087142161686001e-02 1.993615765812874585e+00
1.583403247007483089e-04 2.667013719156203914e-05 1.236891299772919714e-02 1.982797293216313816e+00
5.421809998642057159e-04 5.157230520401485935e-05 1.344727436287700487e-02 2.051306197534960241e+00
4.774138563451683242e-04 4.935509343988499773e-05 1.271732460737895823e-02 2.099812579759396503e+00
6.718250801839452304e-04 4.368898400004490379e-05 1.389940681169492091e-02 2.397189021146061805e+00
1.682637229111250436e-04 8.577890861000380925e-05 1.260492720394327040e-02 2.031076887691497301e+00
3.925821019821467838e-04 1.642175807795260238e-05 1.322595040760714269e-02 2.394042625033963034e+00
7.032431841873244523e-04 9.843247255999233974e-05 1.213763531631605747e-02 1.871691146643286174e+00
3.979309563306671158e-04 3.298527710012884334e-05 1.067058051656540746e-02 1.998123362664560920e+00
9.736989512667138923e-04 6.459886291438788762e-05 1.475567748440313395e-02 2.216110658793921662e+00
2.494213266101919587e-04 1.277534818376946196e-05 1.210369211592929317e-02 2.115970329957659768e+00
7.850852320188101254e-04 5.908060812704021727e-05 1.320724096412091708e-02 2.378535492819977559e+00
1.384092760636821502e-04 1.134125117866273200e-05 1.124128111041236208e-02 1.959893605608648226e+00
2.965202758757834131e-04 7.437224190695187977e-05 1.190215543339797830e-02 2.056107716277250752e+00
5.496455371241266161e-04 3.049576019879172523e-05 1.342169284172541922e-02 2.348208124436657052e+00
2.919123269212276308e-04 3.120990475724682981e-05 1.278705853620451527e-02 1.913160542373014250e+00
9.709957020871993550e-04 3.742912721595200977e-05 1.303437788032602886e-02 1.846339351392275230e+00
5.019493181874503610e-04 5.179196392443712217e-05 1.238093753687901678e-02 1.888887837430405670e+00
4.836095191554530266e-04 9.609008530401082692e-05 1.438035162673710968e-02 2.294420823896996531e+00
4.385952327332959711e-04 3.433542404196040853e-05 1.353020924485238627e-02 2.047115488473938871e+00
3.269470995149179656e-04 5.356934778830029674e-05 1.362927728484011024e-02 1.837191337343625941e+00
2.385609323086578123e-04 8.534378720578987879e-05 1.234256830146782807e-02 2.025982086190450282e+00
7.616579841777109013e-04 9.895706060066591881e-05 1.454535050283346787e-02 2.063628140998414739e+00
5.681940815548189435e-04 8.738653916718299342e-05 1.204653527398673145e-02 2.343683660754661613e+00
5.805026992189072678e-04 2.149180950048314669e-05 1.421321996533942214e-02 2.147127451625041594e+00
2.284612943091225441e-04 7.251235163717834563e-05 1.435579767892527711e-02 2.129189997192720174e+00
6.800721555194377040e-04 9.710685233319431362e-05 1.052344509593866086e-02 2.060807768413621233e+00
3.059967040429505147e-04 6.559140577162399992e-05 1.459857798094460479e-02 1.820332199105411330e+00
9.528251052207958611e-04 1.869507833733410668e-05 1.341057980337290526e-02 1.963794783103603114e+00
2.026337344122059586e-04 2.465436369346816201e-05 1.076688684230830452e-02 2.154407496807080324e+00
2.851731596788676781e-04 7.797017158580092037e-05 1.235507292632174667e-02 2.057099797120209850e+00
1.463098729702339267e-04 4.637481110750750739e-05 1.277715588516274876e-02 1.945208455086514521e+00
9.128961688426456573e-04 6.941240884986232351e-05 1.251498116835803552e-02 1.925950188735711555e+00
9.438661853057896123e-04 2.371184108158867093e-05 1.283861297766540448e-02 1.892538974369418092e+00
4.257647322217781357e-04 5.150701268573360100e-05 1.224026450253852538e-02 2.181448647022251386e+00
2.604069471581572166e-04 3.467312112225694350e-05 1.339448714069389930e-02 2.235499377433327606e+00
5.320029075429081808e-04 5.582768814988863421e-05 1.071496711261308091e-02 2.323626824587226469e+00
9.779262305249526981e-04 9.008228240528478117e-05 1.387476476744387358e-02 1.815390829741303724e+00
7.129679401164655842e-04 1.400188656085670023e-05 1.460205004119025443e-02 1.835028638393476186e+00
3.084648441127435092e-04 1.679068530358812861e-05 1.200932669117527399e-02 2.154870762787416627e+00
4.088393151166287340e-04 5.148402421736653279e-05 1.255667681756161488e-02 2.029898929464184931e+00
4.024740160102361556e-04 9.561089747702618236e-05 1.148670296676386482e-02 1.989480005857481304e+00
1.778406197119167297e-04 8.960689965491235769e-05 1.480601767882404156e-02 2.259821174870040306e+00
5.608948121890979183e-04 5.409260794373641211e-05 1.076424840459264641e-02 1.900576344580358956e+00
7.053537817385628064e-04 1.424915433435576446e-05 1.179770707441750617e-02 2.017989125217996449e+00
5.929011540684294085e-04 4.433594642456589594e-05 1.334725959615981616e-02 2.099159189551771387e+00
8.451568838447168263e-04 3.641233243390502562e-05 1.304029440892164049e-02 1.903045825494530385e+00
1.297743393736626981e-04 2.827055046554161001e-05 1.070576748702487153e-02 2.187918632138878383e+00
1.223264779151559301e-04 5.923542743035383124e-05 1.327831202864765414e-02 2.059987093217128251e+00
3.486725161666596106e-04 7.788441443253240162e-05 1.283534552926934684e-02 2.330693075247244117e+00
5.216222192621770056e-04 2.253455930899523786e-05 1.226120625219743673e-02 1.979758310205370631e+00
1.900912532839655852e-04 3.055184411862026404e-05 1.313764450050663828e-02 1.959183682093644130e+00
1.852430352553757959e-04 3.816355592375299564e-05 1.078112995485388387e-02 2.042673359947596801e+00
9.813292652613840074e-04 7.193885987478422451e-05 1.410357800441869661e-02 2.348963977828275151e+00
4.590016053747624772e-04 4.431403692184444356e-05 1.206671120191733088e-02 2.111379003977035040e+00
8.657953823316164943e-04 3.767906040453674926e-05 1.120745062582678003e-02 1.981300518048325632e+00
1.543356315959483851e-04 3.531595892917735929e-05 1.261591403545017122e-02 2.062344967540344243e+00
3.561345124071968894e-04 7.169071020953476372e-05 1.282194994134971955e-02 2.332774181576381167e+00
5.282523926630030208e-04 7.141098292985022006e-05 1.078094012174092738e-02 2.183529307662098518e+00
5.388278069338854571e-04 9.352019150080739817e-05 1.394794773296014791e-02 2.369193364957206338e+00
1.945218120773732726e-04 5.132158504714375897e-05 1.181885061814665246e-02 2.365443519837691078e+00
7.512672283263736655e-04 6.769320424389741993e-05 1.229039316518977000e-02 2.005642382032521986e+00
1.200366320258230491e-04 5.094713128014479397e-05 1.382927333268972256e-02 2.332176400816518669e+00
7.949837025314099737e-04 3.643098184755112003e-05 1.004018493618127027e-02 2.354116733568813569e+00
5.343368204035355267e-04 1.417982227743510260e-05 1.394723896488355569e-02 2.080138698888931881e+00
7.931731560924118810e-04 4.121697139516525353e-05 1.395883095759689434e-02 2.253527891228580771e+00
3.473031606057545308e-04 1.254478900244789690e-05 1.247578974274637757e-02 1.826946280875682671e+00
9.492916738240450656e-04 6.541569438822992274e-05 1.256449844831740957e-02 2.276987530797667691e+00
8.413669995480898807e-04 9.131980434565572483e-05 1.327893535750781541e-02 2.014135014326718043e+00
4.317816395391053811e-04 8.819400227061967616e-05 1.181484951834547124e-02 1.840189150896300418e+00
5.633769964710978913e-04 6.664895849359608686e-05 1.497724572926360277e-02 2.120626628684931347e+00
3.337294685160981534e-04 1.322451653934017959e-05 1.135677737607247370e-02 2.129148449440561475e+00
6.499998984644889599e-04 1.957340991081610632e-05 1.163356355045134030e-02 2.006854220486561147e+00
3.401286293535487476e-04 8.725970488196642069e-05 1.365241594207602070e-02 2.066177161865871970e+00
7.584082138682887676e-04 2.795542946181530487e-05 1.301357280994802981e-02 2.290421925500336187e+00
5.914242299132030671e-04 3.045089817032779333e-05 1.201994088475230073e-02 1.937645827875893456e+00
9.656025400751267395e-04 7.337962728995266453e-05 1.049347448496667189e-02 2.056929737618132581e+00
6.883268080794525913e-04 3.194100923907252444e-05 1.069650683547491640e-02 2.300782648768572081e+00
9.401317459004239745e-04 8.530875763841964336e-05 1.052194775990613305e-02 1.925288674153621038e+00
5.597829934119585849e-04 5.521885014202989239e-05 1.335128654533286260e-02 1.805440470638314698e+00
9.031542172478590046e-04 3.125162785768852478e-05 1.220828717435735317e-02 2.250974302553236939e+00
8.993964356210328503e-04 6.976556829162155896e-05 1.264045559068693175e-02 1.894687398399628409e+00
7.653108311633052309e-04 3.572399853304572130e-05 1.471778087971795101e-02 1.900931365662908101e+00
1.786086780661409095e-04 8.935919010137771006e-05 1.353941255938427395e-02 1.880040686392717264e+00
5.201031310394218848e-04 5.582758521189817299e-05 1.026275325122362470e-02 1.997227387464152182e+00
9.677666175539704216e-04 9.639469896087714512e-05 1.018838880436091429e-02 2.015540718687077071e+00
7.474422715813900438e-04 3.112983927291935668e-05 1.470686727351403107e-02 1.896587203311665526e+00
5.940216894912799580e-04 6.637955960145340150e-05 1.080803360224020203e-02 1.811539928981753533e+00
1.998777247010009481e-04 5.474391118415043072e-05 1.466304055725705865e-02 2.386635892268066605e+00
7.456593715524535964e-04 9.180018296189256628e-05 1.030099436866222656e-02 2.244728686010540653e+00
2.110118036327199027e-04 1.282659502557435207e-05 1.470415934946545967e-02 1.914946791434724016e+00
1.825127123532826611e-04 1.668708303637379199e-05 1.260405035136309346e-02 1.854326532125475380e+00
6.240062349124254242e-04 7.171621074416327957e-05 1.371713075381980791e-02 1.912122595982025830e+00
9.800173880405937087e-04 3.907711364379315937e-05 1.380990109606101274e-02 1.952444332482183409e+00
9.183109703650915376e-04 4.675939103527766895e-05 1.336497747672209593e-02 1.864010697766944835e+00
9.361039593702210476e-04 3.123804046820044062e-05 1.331334799003290603e-02 2.245104390003389572e+00
1.251938383732854865e-04 8.304966375993409853e-05 1.325900523272657144e-02 1.970086098818754961e+00
1.684874253421139484e-04 1.839147433395656021e-05 1.015833033013586843e-02 1.893485028270510240e+00
5.165746656202450156e-04 4.141823302058235130e-05 1.007521792226188928e-02 2.333269966807532736e+00
8.406531060951797502e-04 8.658943332619566601e-05 1.274389523692613137e-02 1.803310540069807066e+00
6.148414023708272808e-04 8.219945725511454014e-05 1.280100539266364017e-02 1.956586934326828953e+00
2.853040495390204057e-04 6.187114079715409147e-05 1.221873494496671791e-02 2.330848766859627386e+00
5.669892233226607675e-04 7.649012707393823974e-05 1.001981009716802762e-02 1.805929696712026855e+00
8.748372557785665665e-04 4.592563322537209912e-05 1.427771236065935798e-02 2.179583771557630278e+00
3.251411235921482169e-04 2.063979403387306651e-05 1.068279143372628630e-02 2.028722398451421327e+00
9.520303730002437331e-04 4.843963669121897469e-05 1.260624985815115770e-02 1.917636984994808058e+00
2.430422128657180078e-04 2.956038198610465474e-05 1.151732822017328267e-02 2.205041940345840334e+00
3.703348808985156395e-04 4.598977310482584057e-05 1.349097208599343151e-02 1.850466499887795102e+00
6.015662288371086521e-04 7.451073185339842980e-05 1.271069719012757337e-02 2.193914917727008529e+00
8.097499957333018170e-04 1.889860383498429371e-05 1.049672860452803731e-02 2.287928532058915554e+00
2.468372457353181296e-04 6.337622785404742223e-05 1.373003720501659967e-02 1.998620236429488939e+00
4.982140364702357643e-04 3.641068208198086745e-05 1.181534752388181501e-02 2.031938606969596606e+00
9.815680332435599686e-04 8.543728861704585995e-05 1.194390310719262507e-02 2.331150638528996843e+00
5.976816299973453876e-04 6.445181116055518516e-05 1.218943593956355043e-02 1.866730265635165864e+00
1.374764030992061238e-04 4.735611018243358298e-05 1.345168827761973607e-02 2.296281629395610313e+00
4.240083354013080420e-04 9.239880282105067833e-05 1.248210129402344687e-02 1.950970403402057629e+00
5.504959792008033617e-04 4.739412021988139340e-05 1.173180272743037759e-02 2.365684742558353371e+00
9.848865643240839116e-04 6.400040034870171056e-05 1.230771892307531111e-02 2.388703549480686306e+00
5.714066468559534555e-04 5.615359389464273600e-05 1.058995697231554164e-02 2.013779996553445972e+00
5.879350157865241479e-04 8.043578866591504352e-05 1.293007344726648279e-02 1.933844450645239244e+00
8.380277765967728693e-04 6.883879732307245471e-05 1.153529056887033465e-02 2.214992394435805423e+00
1.641532377286346821e-04 4.096620320874543118e-05 1.156413032767526078e-02 2.241688824598684793e+00
6.349674979003882983e-04 5.284089337204261183e-05 1.327565442751917936e-02 1.847586991748996876e+00
7.185713541548458460e-04 7.379808185013741323e-05 1.113291690245600540e-02 2.224875291646796427e+00
6.818925163221674444e-04 8.656835082800647238e-05 1.437895878835574945e-02 2.237895509160233054e+00
3.858687266781577916e-04 3.617417081850248688e-05 1.123581217962253687e-02 1.918803599803140969e+00
6.979260090688263907e-04 2.668823968342893979e-05 1.451022400879585159e-02 1.831209091048588977e+00
9.737973577426317293e-04 9.146818430293027040e-05 1.022238027422513532e-02 2.146186741307603896e+00
6.699496537271922578e-04 9.350442725312188390e-05 1.017853568666580132e-02 1.899707635042115150e+00
2.959133366933020069e-04 3.883118809808243322e-05 1.031793958456789922e-02 2.311649743020459447e+00
1.671267153622492537e-04 8.963385652620728763e-05 1.490141923076816755e-02 2.379780364987631014e+00
9.504538907976785430e-04 7.281364879932281521e-05 1.460880658249762154e-02 1.917443135978000646e+00
9.867585297379220539e-04 7.018586549224139907e-05 1.028735321923944686e-02 2.183028889695683095e+00
1.337981809493092426e-04 2.968771866544533245e-05 1.027497607360675080e-02 1.948916978507674536e+00
7.262294499062682757e-04 3.307061845085869448e-05 1.211633046855750337e-02 2.239666836711186715e+00
5.861128282451447385e-04 1.372685814869960097e-05 1.262896825165892023e-02 1.948024769997074301e+00
9.354541455950159210e-04 7.772280816282699592e-05 1.346909100203918380e-02 2.053797769645036020e+00
6.223987685152552584e-04 3.855004068252912473e-05 1.246285567764585794e-02 1.861912797505796302e+00
2.005250011223860742e-04 7.567320367126746531e-05 1.181788944408926692e-02 2.366327204029271769e+00
2.446375720183843424e-04 3.104279336336349495e-05 1.343891192071715833e-02 2.372424429060801643e+00
9.440411564930075274e-04 9.646429409260400564e-05 1.071104521762127754e-02 1.923534579865275429e+00
5.005845198449661087e-04 1.194627064599513455e-05 1.301211263700976367e-02 2.267284420094524133e+00
6.374820325204406382e-04 1.108343642585223960e-05 1.322783310668865925e-02 1.868879181857159733e+00
4.088679432578280065e-04 5.966835136609099281e-05 1.378512764623645442e-02 1.973406120178776701e+00
7.818570498103968609e-04 7.088875627746982395e-05 1.115080759842153844e-02 2.284522919873947622e+00
5.127048224043015629e-04 4.915304842660785231e-05 1.486608072197417169e-02 2.250633506148710605e+00
1.185073912489992450e-04 6.233054106676206739e-05 1.208951984835707205e-02 1.991927654881334941e+00
6.814228208405201164e-04 6.640718688060466286e-05 1.085668930724099923e-02 1.813614452732282833e+00
1.830411397585029456e-04 5.103087457964221172e-05 1.159260482874905664e-02 2.069543312002001478e+00
9.537831853267345755e-04 6.675390855715132338e-05 1.217333023203606528e-02 1.829992123451586572e+00
2.222342674412011027e-04 3.076690335665515546e-05 1.063952049594089032e-02 2.270854896706418824e+00
5.973728904146726436e-04 9.383824183325533059e-05 1.411876161071285232e-02 1.954405330932369900e+00
3.572814240629831710e-04 6.221945423820855194e-05 1.326844281354551056e-02 2.299251683581812422e+00
8.707081073688879630e-04 9.906153561438814771e-05 1.231091805783038166e-02 1.956494900708761753e+00
5.797833916587303519e-04 4.599766860241525398e-05 1.319388822815459154e-02 1.814142796551517334e+00
4.104627456661570227e-04 9.542597093011907523e-05 1.101762690488084818e-02 2.243150565326029966e+00
6.567164437139623879e-04 4.248054605086698488e-05 1.349278077198727901e-02 2.224598894000815452e+00
2.242641711683507127e-04 8.409253679948709747e-05 1.345100332652096088e-02 1.957812384066219380e+00
